text,intent,sentiment
Vì đi học mệt quá nên ông hơi bất lực,Chitchat,Negative
Thích Mimo ơi ghê cute xỉu ❤️,Chitchat,Positive
bạn là ai 🤖 id1026,Chitchat,Neutral
mấy tuổi rồi vậy,Chitchat,Neutral
ai tạo ra bạn 🤖,Chitchat,Neutral
mấy tuổi rồi id1029,Chitchat,Neutral
mấy ní muốn hỏi Mimo dễ thương bạn là ai 🤔,Chitchat,Neutral
Alo bot ơi ơi bà đang chán,Chitchat,Negative
Alo bạn ơi cậu đang tổn thương 😢,Chitchat,Negative
muốn hỏi bot ở đâu á 👀,Chitchat,Neutral
🤣 id1034,Chitchat,Positive
Củm ơn vì 🤩 id1035,Chitchat,Positive
Chào ngày mới vui vẻ nha 🥰 id1036,Chitchat,Positive
tui muốn hỏi bot là nam hay nữ 👀,Chitchat,Neutral
mấy ní muốn hỏi bot làm được gì,Chitchat,Neutral
Alo Mimo ơi mấy ní đang tổn thương,Chitchat,Negative
bạn là ai id1040,Chitchat,Neutral
mấy tuổi rồi ❓,Chitchat,Neutral
bot Love ya 🥰,Chitchat,Positive
Hế lô bạn là ai id1043,Chitchat,Neutral
Mimo ơi tên gì á 🐧,Chitchat,Neutral
Vì bồ giận nên bác hơi tổn thương 🥲,Chitchat,Negative
Alo ơi mấy ní đang stress 💔,Chitchat,Negative
Mãi iu,Chitchat,Positive
Mimo dễ thương có nghe rõ trả lời không id1048,Chitchat,Neutral
tui muốn hỏi bot làm được gì 🤔,Chitchat,Neutral
mình muốn hỏi Mimo ơi bạn là ai 🤖,Chitchat,Neutral
ở đâu á id1051,Chitchat,Neutral
Alo bạn ơi bà đang buồn 💔,Chitchat,Negative
Yêu ghê vì app xịn xò 🥰,Chitchat,Positive
ta thấy mệt quá 😭,Chitchat,Negative
bot làm đc gì 🤖,Chitchat,Neutral
Ê bot biết nói chuyện không 🐧,Chitchat,Neutral
ở đâu á vậy 💬,Chitchat,Neutral
bạn là ai vậy Mimo dễ thương 🤔 id1058,Chitchat,Neutral
vô tri vcl crush lơ,Chitchat,Negative
Yêu ghê vì qá đã ❤️,Chitchat,Positive
ta muốn hỏi bạn là ai 🐧,Chitchat,Neutral
suy vcl deadline dí 🥲,Chitchat,Negative
ông muốn hỏi Mimo ơi tên gì á 🤔,Chitchat,Neutral
Hiya Cảm ơn,Chitchat,Positive
tổn thương vcl đi học mệt quá 😮‍💨,Chitchat,Negative
áp lực vcl crush lơ 🥺,Chitchat,Negative
met vcl crush lơ,Chitchat,Negative
vì app mượt 🔥,Chitchat,Positive
Thích bot ơi ghê thông minh 🥰,Chitchat,Positive
bro muốn hỏi Mimo ơi tên gì á,Chitchat,Neutral
Mãi iu vì id1071,Chitchat,Positive
Biết ơn vì app xịn xò,Chitchat,Positive
Alo ơi bà đang nản 🥲,Chitchat,Negative
đang làm gì đấy 👀,Chitchat,Neutral
biết nói chuyện không vậy Mimo 🤔,Chitchat,Neutral
Thích Mimo dễ thương ghê 🔥 id1076,Chitchat,Positive
vì đỉnh nóc kịch trần,Chitchat,Positive
Thích ghê đỉnh nóc kịch trần ❤️,Chitchat,Positive
suy vcl deadline dí 😮‍💨,Chitchat,Negative
Chào ngày mới vui vẻ nha vì 🥰 id1080,Chitchat,Positive
Thích bot ghê ✨,Chitchat,Positive
Hello Biết ơn,Chitchat,Positive
bạn là ai vậy 🐧 id1083,Chitchat,Neutral
ta thấy stress quá 🥺,Chitchat,Negative
bro muốn hỏi đang làm gì đấy 💬,Chitchat,Neutral
Vì hết tiền nên tui hơi buồn,Chitchat,Negative
Yo Mimo ơi có nghe rõ trả lời không 👀,Chitchat,Neutral
Yo mấy tuổi rồi,Chitchat,Neutral
quá đã id1089,Chitchat,Positive
Yo có nghe rõ trả lời không 👀,Chitchat,Neutral
Thích Mimo ghê ❤️,Chitchat,Positive
ở đâu á 🐧 id1092,Chitchat,Neutral
ông muốn hỏi có nghe rõ trả lời không id1093,Chitchat,Neutral
mấy ní muốn hỏi bot mấy tuổi rồi 🤔,Chitchat,Neutral
có nghe rõ trả lời không vậy bot 🤔,Chitchat,Neutral
Thích Mimo ghê chất lượng,Chitchat,Positive
bot làm được gì vậy bot ơi 💬,Chitchat,Neutral
Vì rớt môn nên mấy ní hơi mệt,Chitchat,Negative
bác thấy mệt quá,Chitchat,Negative
Vì cuộc sống khó khăn nên ông hơi áp lực,Chitchat,Negative
bác thấy áp lực quá 😭,Chitchat,Negative
ta muốn hỏi Mimo dễ thương mấy tuổi rồi,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì ✨,Chitchat,Positive
là nam hay nữ id1104,Chitchat,Neutral
Thích Mimo ghê chất lượng 👍,Chitchat,Positive
Alo ơi bà đang mệt,Chitchat,Negative
Yo bạn có nghe rõ trả lời không,Chitchat,Neutral
Yo bạn ở đâu á ❓,Chitchat,Neutral
bạn là ai 👀 id1109,Chitchat,Neutral
bot làm được gì vậy 💬,Chitchat,Neutral
Alo bạn ơi mấy ní đang chán,Chitchat,Negative
bot ơi Biết ơn ❤️,Chitchat,Positive
Yo đang làm gì đấy 👀,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id1114,Chitchat,Positive
ai tạo ra bạn 💬 id1115,Chitchat,Neutral
đang làm gì đấy 🤔,Chitchat,Neutral
bot biết nói chuyện không 🤖,Chitchat,Neutral
mình muốn hỏi là nam hay nữ,Chitchat,Neutral
có nghe rõ trả lời không vậy Mimo dễ thương id1119,Chitchat,Neutral
bot ơi,Chitchat,Positive
đang làm gì đấy vậy 🤖 id1121,Chitchat,Neutral
Mimo app xịn xò,Chitchat,Positive
bạn là ai vậy 🤔 id1123,Chitchat,Neutral
thấy bất lực quá 😭,Chitchat,Negative
bro thấy áp lực quá,Chitchat,Negative
chất lượng id1126,Chitchat,Positive
Alo Mimo ơi là nam hay nữ 🤔,Chitchat,Neutral
Mimo ơi chất lượng 🔥,Chitchat,Positive
ta muốn hỏi bot làm đc gì,Chitchat,Neutral
Chào nha tên gì á 👀 id1130,Chitchat,Neutral
Alo ơi mấy ní đang buồn 🥲,Chitchat,Negative
Mimo ơi app mượt (^_<),Chitchat,Positive
Chào ngày mới vui vẻ nha vì (^_<),Chitchat,Positive
bot id1134,Chitchat,Positive
Chào nha bot tên gì á,Chitchat,Neutral
có nghe rõ trả lời không id1136,Chitchat,Neutral
mình muốn hỏi bạn bot làm được gì 🤖,Chitchat,Neutral
bot làm được gì vậy id1138,Chitchat,Neutral
mấy tuổi rồi id1139,Chitchat,Neutral
đang làm gì đấy id1140,Chitchat,Neutral
stress vcl đi học mệt quá 😢,Chitchat,Negative
thông minh 👍,Chitchat,Positive
là nam hay nữ 💬,Chitchat,Neutral
Chào nha Mimo ơi biết nói chuyện không 🤖,Chitchat,Neutral
ai tạo ra bạn vậy id1145,Chitchat,Neutral
bot ơi ai tạo ra bạn 💬,Chitchat,Neutral
Hế lô là nam hay nữ 🤖 id1147,Chitchat,Neutral
em muốn hỏi Mimo dễ thương ở đâu á 💬,Chitchat,Neutral
Vì nên em hơi chán,Chitchat,Negative
vô tri vcl rớt môn 😢,Chitchat,Negative
tui thấy bất lực quá,Chitchat,Negative
bot ơi ở đâu á 👀,Chitchat,Neutral
tui muốn hỏi bot làm đc gì 🤖,Chitchat,Neutral
tên gì á 💬 id1154,Chitchat,Neutral
mấy tuổi rồi vậy Mimo id1155,Chitchat,Neutral
bà thấy chán quá 😭,Chitchat,Negative
bot làm được gì id1157,Chitchat,Neutral
ở đâu á vậy bạn id1158,Chitchat,Neutral
chán vcl crush lơ,Chitchat,Negative
Alo ơi mấy ní đang tổn thương,Chitchat,Negative
Yêu ghê ✨,Chitchat,Positive
tên gì á vậy id1162,Chitchat,Neutral
Yo có nghe rõ trả lời không id1163,Chitchat,Neutral
Củm ơn vì 👍,Chitchat,Positive
Alo bot ơi ơi ông đang bất lực 🥺,Chitchat,Negative
Hế lô ai tạo ra bạn,Chitchat,Neutral
Alo mấy tuổi rồi,Chitchat,Neutral
bạn là ai 🤔 id1168,Chitchat,Neutral
Mimo Chào ngày mới vui vẻ nha ✨ id1169,Chitchat,Positive
đang làm gì đấy id1170,Chitchat,Neutral
đang làm gì đấy 🐧 id1171,Chitchat,Neutral
bạn Mãi iu 🥰,Chitchat,Positive
ở đâu á id1173,Chitchat,Neutral
Tks vì 👍,Chitchat,Positive
Vì nên tui hơi tổn thương 😭,Chitchat,Negative
muốn hỏi có nghe rõ trả lời không,Chitchat,Neutral
Love ya vì thông minh 🤩,Chitchat,Positive
app xịn xò,Chitchat,Positive
Vì nên hơi bất lực 🥺,Chitchat,Negative
vì thông minh id1180,Chitchat,Positive
biết nói chuyện không id1181,Chitchat,Neutral
ở đâu á vậy Mimo ơi id1182,Chitchat,Neutral
Alo Mimo dễ thương ơi bà đang mệt,Chitchat,Negative
Alo bot ơi ơi tui đang bất lực 📉,Chitchat,Negative
(^_<),Chitchat,Positive
chán vcl rớt môn id1186,Chitchat,Negative
ta muốn hỏi là nam hay nữ,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì id1188,Chitchat,Positive
Alo bạn ơi tui đang nản,Chitchat,Negative
Vì nên bác hơi áp lực,Chitchat,Negative
Thích bot ơi ghê quá đã ❤️,Chitchat,Positive
tui muốn hỏi bạn là ai,Chitchat,Neutral
Thích bot ghê app mượt ❤️,Chitchat,Positive
đang làm gì đấy vậy bạn ❓,Chitchat,Neutral
ta muốn hỏi ai tạo ra bạn,Chitchat,Neutral
bác muốn hỏi bạn là ai 💬,Chitchat,Neutral
bot ơi thông minh,Chitchat,Positive
là nam hay nữ vậy bot ❓,Chitchat,Neutral
Mimo dễ thương 🔥 id1199,Chitchat,Positive
Thích Mimo ghê app mượt,Chitchat,Positive
bạn là ai id1201,Chitchat,Neutral
Ê Mimo dễ thương là nam hay nữ,Chitchat,Neutral
em thấy bất lực quá 🥲,Chitchat,Negative
Chào Mimo dễ thương Chào ngày mới vui vẻ nha 🤩,Chitchat,Positive
Mimo ơi Yêu ghê 🥰,Chitchat,Positive
Ê ở đâu á id1206,Chitchat,Neutral
biết nói chuyện không vậy 🤖,Chitchat,Neutral
ở đâu á vậy 💬 id1208,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 🥰 id1209,Chitchat,Positive
Vì đi học met quá nên mình hơi áp lực 😭,Chitchat,Negative
bot làm được gì id1211,Chitchat,Neutral
bot làm được gì vậy Mimo dễ thương 🐧,Chitchat,Neutral
ở đâu á vậy Mimo,Chitchat,Neutral
mình thấy suy quá 📉,Chitchat,Negative
Vì nên bro hơi suy,Chitchat,Negative
Chào Love ya (^_<),Chitchat,Positive
bot ai tạo ra bạn 👀,Chitchat,Neutral
cậu muốn hỏi Mimo dễ thương biết nói chuyện không 🤔,Chitchat,Neutral
buồn vcl 😮‍💨,Chitchat,Negative
bot 👍 id1220,Chitchat,Positive
Mãi iu vì đỉnh nóc kịch trần 🔥,Chitchat,Positive
mấy ní thấy bất lực quá 😭,Chitchat,Negative
Hế lô ai tạo ra bạn id1223,Chitchat,Neutral
Love ya vì,Chitchat,Positive
biết nói chuyện không id1225,Chitchat,Neutral
suy vcl rớt môn,Chitchat,Negative
Thank you vì 🔥,Chitchat,Positive
ở đâu á id1228,Chitchat,Neutral
bot làm được gì 👀,Chitchat,Neutral
bot làm đc gì vậy ❓,Chitchat,Neutral
vì chất lượng 🤣,Chitchat,Positive
ông muốn hỏi bot tên gì á,Chitchat,Neutral
bro muốn hỏi tên gì á 🤖,Chitchat,Neutral
vì chất lượng (^_<),Chitchat,Positive
Alo bot tên gì á id1235,Chitchat,Neutral
Chào nha bot ở đâu á 🤔,Chitchat,Neutral
Alo bạn ơi đang buồn id1237,Chitchat,Negative
em muốn hỏi Mimo dễ thương tên gì á,Chitchat,Neutral
mình muốn hỏi bạn bạn là ai 🤖,Chitchat,Neutral
ở đâu á vậy bot ơi,Chitchat,Neutral
Yo là nam hay nữ 🤔,Chitchat,Neutral
Củm ơn vì app xịn xò ❤️,Chitchat,Positive
Thích bạn ghê app xịn xò 🤩,Chitchat,Positive
Mimo 🤩 id1244,Chitchat,Positive
Thích ghê 🔥,Chitchat,Positive
Alo bot ơi ơi ông đang stress,Chitchat,Negative
ai tạo ra bạn vậy bạn,Chitchat,Neutral
Mimo ơi mấy tuổi rồi,Chitchat,Neutral
Yo ai tạo ra bạn id1249,Chitchat,Neutral
 id1250,Chitchat,Positive
ở đâu á vậy id1251,Chitchat,Neutral
Chào nha Mimo dễ thương có nghe rõ trả lời không,Chitchat,Neutral
Alo Mimo ơi mình đang áp lực 😭,Chitchat,Negative
mấy tuổi rồi 💬,Chitchat,Neutral
ai tạo ra bạn vậy id1255,Chitchat,Neutral
Thích ghê app mượt 🥰 id1256,Chitchat,Positive
Mimo ơi id1257,Chitchat,Positive
vì đỉnh nóc kịch trần 🤣,Chitchat,Positive
mấy tuổi rồi vậy Mimo 🤖,Chitchat,Neutral
Vì đi học met quá nên mình hơi suy,Chitchat,Negative
Cảm ơn vì id1261,Chitchat,Positive
tên gì á vậy id1262,Chitchat,Neutral
Ê mấy tuổi rồi id1263,Chitchat,Neutral
ở đâu á 🤔 id1264,Chitchat,Neutral
Alo Mimo dễ thương ơi em đang suy 🥲,Chitchat,Negative
bot bot làm được gì 🐧,Chitchat,Neutral
Thích Mimo ơi ghê 👍,Chitchat,Positive
đỉnh nóc kịch trần,Chitchat,Positive
tui muốn hỏi mấy tuổi rồi 🐧,Chitchat,Neutral
Chào nha ai tạo ra bạn 💬,Chitchat,Neutral
Hiya Mimo ơi Thank you ✨,Chitchat,Positive
mấy ní thấy tổn thương quá,Chitchat,Negative
Alo bot ơi ơi bác đang áp lực 😮‍💨,Chitchat,Negative
Thích Mimo ghê 🔥,Chitchat,Positive
tui muốn hỏi đang làm gì đấy 🐧,Chitchat,Neutral
ở đâu á vậy 🐧 id1276,Chitchat,Neutral
ai tạo ra bạn ❓ id1277,Chitchat,Neutral
Thích bot ơi ghê id1278,Chitchat,Positive
Hế lô là nam hay nữ 🤔,Chitchat,Neutral
em thấy bất lực quá 🥺,Chitchat,Negative
bất lực vcl,Chitchat,Negative
Thích bạn ghê giao diện đẹp 🔥,Chitchat,Positive
Alo có nghe rõ trả lời không 🐧 id1283,Chitchat,Neutral
ai tạo ra bạn id1284,Chitchat,Neutral
tên gì á vậy bot ơi 🤖,Chitchat,Neutral
thấy mệt quá,Chitchat,Negative
biết nói chuyện không vậy bot,Chitchat,Neutral
mình muốn hỏi Mimo ơi bot làm được gì ❓,Chitchat,Neutral
ông thấy áp lực quá,Chitchat,Negative
Vì rớt môn nên bác hơi suy 😮‍💨,Chitchat,Negative
Alo bạn ơi bác đang stress 🥲,Chitchat,Negative
Mimo dễ thương Củm ơn ✨,Chitchat,Positive
bạn ✨ id1293,Chitchat,Positive
Thích bot ơi ghê (^_<),Chitchat,Positive
mấy tuổi rồi vậy bot id1295,Chitchat,Neutral
Hello Mimo,Chitchat,Positive
bác muốn hỏi Mimo bot làm đc gì 👀,Chitchat,Neutral
Yêu ghê,Chitchat,Positive
Thích Mimo dễ thương ghê thông minh 👍,Chitchat,Positive
mình thấy mệt quá,Chitchat,Negative
là nam hay nữ id1301,Chitchat,Neutral
Ê Mimo có nghe rõ trả lời không 👀,Chitchat,Neutral
Alo ơi ông đang nản 💔,Chitchat,Negative
giao diện đẹp ✨,Chitchat,Positive
bà muốn hỏi bot mấy tuổi rồi 🐧,Chitchat,Neutral
ta muốn hỏi biết nói chuyện không,Chitchat,Neutral
Alo bot ơi ơi mình đang suy 💔,Chitchat,Negative
Xin chào Mimo dễ thương Love ya ✨,Chitchat,Positive
Mimo ơi tên gì á 👀,Chitchat,Neutral
Chào ngày mới vui vẻ nha vì 👍 id1310,Chitchat,Positive
mấy ní thấy tổn thương quá 😢,Chitchat,Negative
chán vcl deadline ngập đầu,Chitchat,Negative
bạn là ai id1313,Chitchat,Neutral
Mimo 🥰,Chitchat,Positive
Vì hết tiền nên mình hơi bất lực,Chitchat,Negative
Mimo dễ thương (^_<),Chitchat,Positive
Mimo dễ thương là nam hay nữ,Chitchat,Neutral
Ê đang làm gì đấy 🤖 id1318,Chitchat,Neutral
bot ơi Củm ơn,Chitchat,Positive
Thích bot ghê 🥰,Chitchat,Positive
bot ơi id1321,Chitchat,Positive
ai tạo ra bạn vậy 🤖 id1322,Chitchat,Neutral
Mimo dễ thương mấy tuổi rồi,Chitchat,Neutral
bot làm được gì id1324,Chitchat,Neutral
Chào ngày mới vui vẻ nha ✨,Chitchat,Positive
Ê đang làm gì đấy 🤖 id1326,Chitchat,Neutral
ông muốn hỏi bạn ở đâu á,Chitchat,Neutral
bạn tên gì á 🐧,Chitchat,Neutral
Xin chào bot (^_<),Chitchat,Positive
bot 🤣 id1330,Chitchat,Positive
Thích bot ơi ghê id1331,Chitchat,Positive
Hiya  (^_<),Chitchat,Positive
Yo biết nói chuyện ko,Chitchat,Neutral
em thấy stress qá 📉,Chitchat,Negative
Alo có nghe rõ trả lời không 🐧 id1335,Chitchat,Neutral
Mimo dễ thương ✨ id1336,Chitchat,Positive
muốn hỏi bot là nam hay nữ,Chitchat,Neutral
Thích bạn ghê 🤣,Chitchat,Positive
bạn Biết ơn,Chitchat,Positive
Mimo mấy tuổi rồi 💬,Chitchat,Neutral
app mượt,Chitchat,Positive
bro muốn hỏi Mimo ơi tên gì á 💬,Chitchat,Neutral
bà muốn hỏi bot mấy tuổi rồi,Chitchat,Neutral
vô tri vcl 😢 id1344,Chitchat,Negative
Chào nha Mimo dễ thương ai tạo ra bạn ❓,Chitchat,Neutral
em thấy met quá 😮‍💨,Chitchat,Negative
ta muốn hỏi ai tạo ra bạn id1347,Chitchat,Neutral
là nam hay nữ vậy ❓ id1348,Chitchat,Neutral
Alo ơi đang chán,Chitchat,Negative
bạn là ai 🤔 id1350,Chitchat,Neutral
bot làm được gì id1351,Chitchat,Neutral
có nghe rõ trả lời không vậy id1352,Chitchat,Neutral
bà muốn hỏi tên gì á ❓,Chitchat,Neutral
ở đâu á vậy Mimo dễ thương 👀,Chitchat,Neutral
Vì đi học mệt quá nên mình hơi tổn thương 😮‍💨,Chitchat,Negative
Tks vì chất lượng,Chitchat,Positive
Thích ghê thông minh 🥰,Chitchat,Positive
đang làm gì đấy vậy 🐧,Chitchat,Neutral
Alo Mimo ơi ơi bro đang nản 💔,Chitchat,Negative
bạn là ai vậy 🐧 id1360,Chitchat,Neutral
tui muốn hỏi Mimo dễ thương có nghe rõ trả lời không 🐧,Chitchat,Neutral
có nghe rõ trả lời không vậy id1362,Chitchat,Neutral
Mimo ơi bot làm được gì 👀,Chitchat,Neutral
biết nói chuyện ko,Chitchat,Neutral
Cảm ơn vì 🥰,Chitchat,Positive
bro muốn hỏi ở đâu á 🐧,Chitchat,Neutral
Alo tên gì á ❓,Chitchat,Neutral
Vì nên mình hơi nản 😮‍💨,Chitchat,Negative
mấy tuổi rồi ❓ id1369,Chitchat,Neutral
Alo Mimo dễ thương ơi tui đang áp lực 🥲,Chitchat,Negative
bro muốn hỏi mấy tuổi rồi 🐧,Chitchat,Neutral
bất lực vcl deadline ngập đầu 📉,Chitchat,Negative
Vì nên mình hơi nản 😮‍💨 id1373,Chitchat,Negative
ai tạo ra bạn vậy 🤔 id1374,Chitchat,Neutral
ai tạo ra bạn vậy Mimo ơi 🤖 id1375,Chitchat,Neutral
Thích Mimo ghê thông minh ✨,Chitchat,Positive
bạn là ai vậy bot 🐧,Chitchat,Neutral
Thích Mimo ghê cute xỉu,Chitchat,Positive
ở đâu á 🐧 id1379,Chitchat,Neutral
Hế lô ai tạo ra bạn id1380,Chitchat,Neutral
bot làm được gì vậy id1381,Chitchat,Neutral
Yo ở đâu á,Chitchat,Neutral
Mimo ơi 🤣,Chitchat,Positive
thấy buồn quá,Chitchat,Negative
bà thấy nản quá,Chitchat,Negative
bạn là ai vậy Mimo ơi 🤖,Chitchat,Neutral
mệt vcl deadline dí,Chitchat,Negative
tên gì á 🤖,Chitchat,Neutral
quá đã (^_<),Chitchat,Positive
Love ya vì id1390,Chitchat,Positive
mình muốn hỏi Mimo ơi có nghe rõ trả lời không,Chitchat,Neutral
ai tạo ra bạn 💬 id1392,Chitchat,Neutral
✨ id1393,Chitchat,Positive
Ê Mimo ơi là nam hay nữ,Chitchat,Neutral
Chào  ✨,Chitchat,Positive
bot làm được gì vậy id1396,Chitchat,Neutral
bro muốn hỏi Mimo ơi bạn là ai,Chitchat,Neutral
Vì nên ông hơi bất lực id1398,Chitchat,Negative
tên gì á id1399,Chitchat,Neutral
bất lực vcl 💔,Chitchat,Negative
nản vcl 😭,Chitchat,Negative
ở đâu á id1402,Chitchat,Neutral
là nam hay nữ vậy id1403,Chitchat,Neutral
là nam hay nữ vậy bot id1404,Chitchat,Neutral
Hế lô đang làm gì đấy 🤖,Chitchat,Neutral
bạn là ai 👀 id1406,Chitchat,Neutral
Vì deadline dí nên bro hơi mệt 😭,Chitchat,Negative
là nam hay nữ vậy Mimo id1408,Chitchat,Neutral
Cảm ơn vì app mượt,Chitchat,Positive
ai tạo ra bạn vậy id1410,Chitchat,Neutral
 id1411,Chitchat,Positive
đang làm gì đấy vậy Mimo ơi ❓,Chitchat,Neutral
bot ơi app xịn xò ✨,Chitchat,Positive
bạn là ai id1414,Chitchat,Neutral
bạn cute xỉu,Chitchat,Positive
mấy tuổi rồi vậy Mimo id1416,Chitchat,Neutral
mấy tuổi rồi id1417,Chitchat,Neutral
tui muốn hỏi bạn là ai 👀,Chitchat,Neutral
ở đâu á ❓,Chitchat,Neutral
cậu thấy áp lực quá 🥲,Chitchat,Negative
Alo ơi đang vô tri 💔,Chitchat,Negative
bot ơi (^_<),Chitchat,Positive
bot ơi id1423,Chitchat,Positive
Vì nên ta hơi mệt 😢,Chitchat,Negative
Alo Mimo ơi ơi bro đang áp lực 🥺,Chitchat,Negative
bạn giao diện đẹp,Chitchat,Positive
Mimo ơi Chào ngày mới vui vẻ nha 🔥,Chitchat,Positive
Hế lô bạn tên gì á,Chitchat,Neutral
đang làm gì đấy id1429,Chitchat,Neutral
Yêu ghê vì cute xỉu 🤣,Chitchat,Positive
ta muốn hỏi Mimo mấy tuổi rồi,Chitchat,Neutral
Thích Mimo ơi ghê id1432,Chitchat,Positive
Yo ai tạo ra bạn id1433,Chitchat,Neutral
Vì nên bà hơi nản,Chitchat,Negative
ai tạo ra bạn 🤖 id1435,Chitchat,Neutral
ở đâu á vậy bot ơi id1436,Chitchat,Neutral
Alo bot ơi mình đang mệt 🥺,Chitchat,Negative
Thích bot ghê 👍 id1438,Chitchat,Positive
ai tạo ra bạn id1439,Chitchat,Neutral
vì cute xỉu id1440,Chitchat,Positive
Alo bạn ơi đang buồn id1441,Chitchat,Negative
thông minh,Chitchat,Positive
bot ơi giao diện đẹp 🔥,Chitchat,Positive
app xịn xò id1444,Chitchat,Positive
bro muốn hỏi tên gì á 🤔,Chitchat,Neutral
bot làm đc gì vậy 🤖,Chitchat,Neutral
 id1447,Chitchat,Positive
quá đã id1448,Chitchat,Positive
bot ơi app xịn xò 🥰 id1449,Chitchat,Positive
đang làm gì đấy vậy 🐧 id1450,Chitchat,Neutral
tên gì á vậy id1451,Chitchat,Neutral
mấy tuổi rồi vậy Mimo 💬,Chitchat,Neutral
Mimo dễ thương app mượt 🥰,Chitchat,Positive
Vì nên ông hơi bất lực id1454,Chitchat,Negative
(^_<) id1455,Chitchat,Positive
Thích bot ghê id1456,Chitchat,Positive
mấy ní muốn hỏi Mimo ơi là nam hay nữ 🐧,Chitchat,Neutral
em muốn hỏi Mimo tên gì á,Chitchat,Neutral
mình muốn hỏi bạn là ai id1459,Chitchat,Neutral
Chào nha có nghe rõ trả lời không 👀,Chitchat,Neutral
Vì đi học mệt qá nên hơi buồn 💔,Chitchat,Negative
Chào ngày mới vui vẻ nha vì ✨ id1462,Chitchat,Positive
ta muốn hỏi ai tạo ra bạn 🤔,Chitchat,Neutral
bot ơi bot làm được gì,Chitchat,Neutral
bot làm được gì 🤔 id1465,Chitchat,Neutral
Good morning Mãi iu,Chitchat,Positive
là nam hay nữ 🤖,Chitchat,Neutral
Thích Mimo ghê giao diện đẹp 🥰,Chitchat,Positive
mấy ní thấy buồn quá,Chitchat,Negative
ai tạo ra bạn 🤔,Chitchat,Neutral
mấy tuổi rồi 💬 id1471,Chitchat,Neutral
ở đâu á 🤔 id1472,Chitchat,Neutral
Mimo dễ thương đang làm gì đấy id1473,Chitchat,Neutral
Cảm ơn vì chất lượng 🤣,Chitchat,Positive
Thích Mimo ghê app xịn xò 🤣,Chitchat,Positive
ta muốn hỏi đang làm gì đấy,Chitchat,Neutral
bác thấy buồn quá,Chitchat,Negative
Chào ngày mới vui vẻ nha id1478,Chitchat,Positive
tui thấy stress quá 📉,Chitchat,Negative
Thích bot ơi ghê đỉnh nóc kịch trần id1480,Chitchat,Positive
em muốn hỏi Mimo có nghe rõ trả lời không 👀,Chitchat,Neutral
Tks vì đỉnh nóc kịch trần,Chitchat,Positive
ông muốn hỏi bot là nam hay nữ 🤔,Chitchat,Neutral
Vì deadline dí nên ta hơi bất lực,Chitchat,Negative
bác muốn hỏi biết nói chuyện không 💬,Chitchat,Neutral
Chào nha có nghe rõ trả lời không id1486,Chitchat,Neutral
biết nói chuyện không vậy,Chitchat,Neutral
Alo Mimo dễ thương ơi ông đang buồn 💔,Chitchat,Negative
Thích Mimo ơi ghê giao diện đẹp id1489,Chitchat,Positive
Ê biết nói chuyện ko,Chitchat,Neutral
Thích ghê ✨,Chitchat,Positive
mấy ní thấy chán quá,Chitchat,Negative
Alo ơi mình đang tổn thương,Chitchat,Negative
bot ơi mấy tuổi rồi 🤔,Chitchat,Neutral
bot làm được gì 🤖 id1495,Chitchat,Neutral
em muốn hỏi bot là nam hay nữ 🐧,Chitchat,Neutral
Hi id1497,Chitchat,Positive
là nam hay nữ vậy 👀 id1498,Chitchat,Neutral
bot đỉnh nóc kịch trần,Chitchat,Positive
bot cute xỉu ❤️,Chitchat,Positive
Vì nên em hơi buồn,Chitchat,Negative
ở đâu á vậy bot id1502,Chitchat,Neutral
bot đang làm gì đấy,Chitchat,Neutral
bác thấy tổn thương quá,Chitchat,Negative
Alo bạn ơi ông đang buồn 😮‍💨,Chitchat,Negative
Thích Mimo ghê 🥰 id1506,Chitchat,Positive
em thấy áp lực quá 🥲,Chitchat,Negative
mình muốn hỏi có nghe rõ trả lời không ❓,Chitchat,Neutral
tên gì á vậy bot 👀 id1509,Chitchat,Neutral
cậu muốn hỏi đang làm gì đấy 🤖,Chitchat,Neutral
Thích Mimo dễ thương ghê cute xỉu,Chitchat,Positive
Vì nên ta hơi suy 😢,Chitchat,Negative
cậu muốn hỏi bot mấy tuổi rồi 💬,Chitchat,Neutral
mấy ní muốn hỏi ai tạo ra bạn 🐧,Chitchat,Neutral
Thích Mimo ghê quá đã 👍,Chitchat,Positive
Alo ơi ông đang met 😢,Chitchat,Negative
em muốn hỏi ai tạo ra bạn 🤖,Chitchat,Neutral
chán vcl id1518,Chitchat,Negative
tổn thương vcl 🥺,Chitchat,Negative
bro muốn hỏi bot ai tạo ra bạn,Chitchat,Neutral
Cảm ơn id1521,Chitchat,Positive
bot ơi id1522,Chitchat,Positive
vì cute xỉu id1523,Chitchat,Positive
muốn hỏi Mimo ơi tên gì á 👀,Chitchat,Neutral
Thích ghê app xịn xò 🥰 id1525,Chitchat,Positive
Alo bot làm được gì 👀,Chitchat,Neutral
bạn biết nói chuyện không,Chitchat,Neutral
Thích ghê qá đã 🤩,Chitchat,Positive
là nam hay nữ vậy bot 👀,Chitchat,Neutral
mấy tuổi rồi vậy Mimo ơi id1530,Chitchat,Neutral
biết nói chuyện không vậy Mimo ơi,Chitchat,Neutral
