text,intent,sentiment
Mimo ơi bạn là ai id19557,Chitchat,Neutral
Mimo ơi bạn là ai id3787,Chitchat,Neutral
Mimo ơi bạn là ai id3880,Chitchat,Neutral
Mimo ơi bạn là ai id4451,Chitchat,Neutral
Mimo ơi bạn là ai id4470,Chitchat,Neutral
Mimo ơi bạn là ai id5845,Chitchat,Neutral
Mimo ơi bạn là ai id9451,Chitchat,Neutral
Mimo ơi bạn là ai ❓,Chitchat,Neutral
Mimo ơi bạn là ai 👀,Chitchat,Neutral
Mimo ơi bạn là ai 💬,Chitchat,Neutral
Mimo ơi bạn là ai 🤔,Chitchat,Neutral
Mimo ơi bạn là ai 🤔 id18640,Chitchat,Neutral
Mimo ơi bạn là ai 🤖,Chitchat,Neutral
Mimo ơi bạn là ai 🤖 id18266,Chitchat,Neutral
Mimo ơi chất lượng,Chitchat,Positive
Mimo ơi chất lượng (^_<),Chitchat,Positive
Mimo ơi chất lượng (^_<) id12128,Chitchat,Positive
Mimo ơi chất lượng (^_<) id16020,Chitchat,Positive
Mimo ơi chất lượng id15302,Chitchat,Positive
Mimo ơi chất lượng id16703,Chitchat,Positive
Mimo ơi chất lượng id17834,Chitchat,Positive
Mimo ơi chất lượng id4562,Chitchat,Positive
Mimo ơi chất lượng ❤️,Chitchat,Positive
Mimo ơi chất lượng ❤️ id4356,Chitchat,Positive
Mimo ơi chất lượng 👍,Chitchat,Positive
Mimo ơi chất lượng 🔥,Chitchat,Positive
Mimo ơi chất lượng 🔥 id4003,Chitchat,Positive
Mimo ơi chất lượng 🤣,Chitchat,Positive
Mimo ơi cute xỉu,Chitchat,Positive
Mimo ơi cute xỉu id13023,Chitchat,Positive
Mimo ơi cute xỉu id14644,Chitchat,Positive
Mimo ơi cute xỉu ✨,Chitchat,Positive
Mimo ơi cute xỉu ❤️,Chitchat,Positive
Mimo ơi cute xỉu 🔥,Chitchat,Positive
Mimo ơi cute xỉu 🤩,Chitchat,Positive
Mimo ơi cute xỉu 🥰,Chitchat,Positive
Mimo ơi có nghe rõ trả lời không,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id14375,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id15720,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id17850,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id19419,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không id8907,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 👀,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 💬,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 💬 id18532,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 🤔,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 🤔 id13377,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 🤖,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời không 🤖 id19080,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời ko,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời ko id16726,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời ko id19139,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời ko id697,Chitchat,Neutral
Mimo ơi có nghe rõ trả lời ko id8285,Chitchat,Neutral
Mimo ơi giao diện đẹp,Chitchat,Positive
Mimo ơi giao diện đẹp id13084,Chitchat,Positive
Mimo ơi giao diện đẹp id4999,Chitchat,Positive
Mimo ơi giao diện đẹp id7856,Chitchat,Positive
Mimo ơi giao diện đẹp ✨,Chitchat,Positive
Mimo ơi giao diện đẹp ❤️,Chitchat,Positive
Mimo ơi id1006,Chitchat,Positive
Mimo ơi id10367,Chitchat,Positive
Mimo ơi id10395,Chitchat,Positive
Mimo ơi id11109,Chitchat,Positive
Mimo ơi id11114,Chitchat,Positive
Mimo ơi id12274,Chitchat,Positive
Mimo ơi id12471,Chitchat,Positive
Mimo ơi id1257,Chitchat,Positive
Mimo ơi id12635,Chitchat,Positive
Mimo ơi id13634,Chitchat,Positive
Mimo ơi id13741,Chitchat,Positive
Mimo ơi id13837,Chitchat,Positive
Mimo ơi id14169,Chitchat,Positive
Mimo ơi id14403,Chitchat,Positive
Mimo ơi id14710,Chitchat,Positive
Mimo ơi id15654,Chitchat,Positive
Mimo ơi id16229,Chitchat,Positive
Mimo ơi id16279,Chitchat,Positive
Mimo ơi id16503,Chitchat,Positive
Mimo ơi id16784,Chitchat,Positive
Mimo ơi id17013,Chitchat,Positive
Mimo ơi id18435,Chitchat,Positive
Mimo ơi id18610,Chitchat,Positive
Mimo ơi id18859,Chitchat,Positive
Mimo ơi id19661,Chitchat,Positive
Mimo ơi id19985,Chitchat,Positive
Mimo ơi id2527,Chitchat,Positive
Mimo ơi id3392,Chitchat,Positive
Mimo ơi id3718,Chitchat,Positive
Mimo ơi id4687,Chitchat,Positive
Mimo ơi id5109,Chitchat,Positive
Mimo ơi id583,Chitchat,Positive
Mimo ơi id5841,Chitchat,Positive
Mimo ơi id7069,Chitchat,Positive
Mimo ơi id766,Chitchat,Positive
Mimo ơi id7911,Chitchat,Positive
Mimo ơi id8211,Chitchat,Positive
Mimo ơi id986,Chitchat,Positive
Mimo ơi là nam hay nữ,Chitchat,Neutral
Mimo ơi là nam hay nữ id14140,Chitchat,Neutral
Mimo ơi là nam hay nữ id14628,Chitchat,Neutral
Mimo ơi là nam hay nữ id15549,Chitchat,Neutral
Mimo ơi là nam hay nữ id18661,Chitchat,Neutral
Mimo ơi là nam hay nữ id5175,Chitchat,Neutral
Mimo ơi là nam hay nữ id7019,Chitchat,Neutral
Mimo ơi là nam hay nữ id7132,Chitchat,Neutral
Mimo ơi là nam hay nữ id7170,Chitchat,Neutral
Mimo ơi là nam hay nữ id9630,Chitchat,Neutral
Mimo ơi là nam hay nữ 🐧,Chitchat,Neutral
Mimo ơi là nam hay nữ 🐧 id11260,Chitchat,Neutral
Mimo ơi là nam hay nữ 🐧 id13801,Chitchat,Neutral
Mimo ơi là nam hay nữ 🐧 id19771,Chitchat,Neutral
Mimo ơi là nam hay nữ 💬,Chitchat,Neutral
Mimo ơi là nam hay nữ 💬 id14477,Chitchat,Neutral
Mimo ơi là nam hay nữ 🤔,Chitchat,Neutral
Mimo ơi là nam hay nữ 🤔 id17490,Chitchat,Neutral
Mimo ơi là nam hay nữ 🤖,Chitchat,Neutral
Mimo ơi mấy tuổi rồi,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id11194,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id14640,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id16345,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id17608,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id19621,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id2469,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id5366,Chitchat,Neutral
Mimo ơi mấy tuổi rồi id8458,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 🐧,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 🐧 id12313,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 🐧 id12649,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 🐧 id19906,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 💬,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 💬 id15951,Chitchat,Neutral
Mimo ơi mấy tuổi rồi 🤖,Chitchat,Neutral
Mimo ơi quá đã,Chitchat,Positive
Mimo ơi quá đã id11699,Chitchat,Positive
Mimo ơi quá đã id8054,Chitchat,Positive
Mimo ơi quá đã ✨,Chitchat,Positive
Mimo ơi quá đã 👍,Chitchat,Positive
Mimo ơi quá đã 🤣,Chitchat,Positive
Mimo ơi quá đã 🤣 id15514,Chitchat,Positive
Mimo ơi quá đã 🥰,Chitchat,Positive
Mimo ơi thông minh,Chitchat,Positive
Mimo ơi thông minh (^_<),Chitchat,Positive
Mimo ơi thông minh id11976,Chitchat,Positive
Mimo ơi thông minh id17087,Chitchat,Positive
Mimo ơi thông minh id18840,Chitchat,Positive
Mimo ơi thông minh id8021,Chitchat,Positive
Mimo ơi thông minh id9273,Chitchat,Positive
Mimo ơi thông minh 🔥,Chitchat,Positive
Mimo ơi thông minh 🤣,Chitchat,Positive
Mimo ơi thông minh 🤣 id15978,Chitchat,Positive
Mimo ơi thông minh 🥰,Chitchat,Positive
Mimo ơi tên gì á,Chitchat,Neutral
Mimo ơi tên gì á id16647,Chitchat,Neutral
Mimo ơi tên gì á id17541,Chitchat,Neutral
Mimo ơi tên gì á id17691,Chitchat,Neutral
Mimo ơi tên gì á id18604,Chitchat,Neutral
Mimo ơi tên gì á id18975,Chitchat,Neutral
Mimo ơi tên gì á id3227,Chitchat,Neutral
Mimo ơi tên gì á id9297,Chitchat,Neutral
Mimo ơi tên gì á id9700,Chitchat,Neutral
Mimo ơi tên gì á ❓,Chitchat,Neutral
Mimo ơi tên gì á ❓ id13860,Chitchat,Neutral
Mimo ơi tên gì á 🐧,Chitchat,Neutral
Mimo ơi tên gì á 🐧 id12901,Chitchat,Neutral
Mimo ơi tên gì á 👀,Chitchat,Neutral
Mimo ơi tên gì á 💬,Chitchat,Neutral
Mimo ơi tên gì á 💬 id15430,Chitchat,Neutral
Mimo ơi tên gì á 🤔,Chitchat,Neutral
Mimo ơi tên gì á 🤔 id3311,Chitchat,Neutral
Mimo ơi tên gì á 🤔 id4148,Chitchat,Neutral
Mimo ơi đang làm gì đấy,Chitchat,Neutral
Mimo ơi đang làm gì đấy id13274,Chitchat,Neutral
Mimo ơi đang làm gì đấy id17288,Chitchat,Neutral
Mimo ơi đang làm gì đấy id18984,Chitchat,Neutral
Mimo ơi đang làm gì đấy id5678,Chitchat,Neutral
Mimo ơi đang làm gì đấy id7725,Chitchat,Neutral
Mimo ơi đang làm gì đấy id7784,Chitchat,Neutral
Mimo ơi đang làm gì đấy id9251,Chitchat,Neutral
Mimo ơi đang làm gì đấy ❓,Chitchat,Neutral
Mimo ơi đang làm gì đấy ❓ id10734,Chitchat,Neutral
Mimo ơi đang làm gì đấy ❓ id14382,Chitchat,Neutral
Mimo ơi đang làm gì đấy ❓ id4821,Chitchat,Neutral
Mimo ơi đang làm gì đấy 👀,Chitchat,Neutral
Mimo ơi đang làm gì đấy 👀 id19825,Chitchat,Neutral
Mimo ơi đang làm gì đấy 👀 id2334,Chitchat,Neutral
Mimo ơi đang làm gì đấy 💬,Chitchat,Neutral
Mimo ơi đang làm gì đấy 🤔,Chitchat,Neutral
Mimo ơi đỉnh nóc kịch trần,Chitchat,Positive
Mimo ơi đỉnh nóc kịch trần id14788,Chitchat,Positive
Mimo ơi đỉnh nóc kịch trần ✨,Chitchat,Positive
Mimo ơi đỉnh nóc kịch trần 🔥,Chitchat,Positive
Mimo ơi đỉnh nóc kịch trần 🔥 id4421,Chitchat,Positive
Mimo ơi ở đâu á,Chitchat,Neutral
Mimo ơi ở đâu á id13564,Chitchat,Neutral
Mimo ơi ở đâu á id19412,Chitchat,Neutral
Mimo ơi ở đâu á id4883,Chitchat,Neutral
Mimo ơi ở đâu á 🐧,Chitchat,Neutral
Mimo ơi ở đâu á 👀,Chitchat,Neutral
Mimo ơi ở đâu á 💬,Chitchat,Neutral
Mimo ơi ở đâu á 💬 id9773,Chitchat,Neutral
Mimo ơi ở đâu á 🤔,Chitchat,Neutral
Mimo ơi ở đâu á 🤖,Chitchat,Neutral
Mimo ơi ở đâu á 🤖 id15969,Chitchat,Neutral
Mimo ơi ✨,Chitchat,Positive
Mimo ơi ✨ id10836,Chitchat,Positive
Mimo ơi ✨ id14297,Chitchat,Positive
Mimo ơi ✨ id3061,Chitchat,Positive
Mimo ơi ✨ id3261,Chitchat,Positive
Mimo ơi ✨ id3396,Chitchat,Positive
Mimo ơi ✨ id420,Chitchat,Positive
Mimo ơi ✨ id5389,Chitchat,Positive
Mimo ơi ✨ id6705,Chitchat,Positive
Mimo ơi ✨ id7033,Chitchat,Positive
Mimo ơi ❤️,Chitchat,Positive
Mimo ơi ❤️ id11241,Chitchat,Positive
Mimo ơi ❤️ id6872,Chitchat,Positive
Mimo ơi ❤️ id7840,Chitchat,Positive
Mimo ơi ❤️ id9512,Chitchat,Positive
Mimo ơi 👍,Chitchat,Positive
Mimo ơi 👍 id12169,Chitchat,Positive
Mimo ơi 👍 id17903,Chitchat,Positive
Mimo ơi 👍 id4643,Chitchat,Positive
Mimo ơi 🔥,Chitchat,Positive
Mimo ơi 🔥 id10131,Chitchat,Positive
Mimo ơi 🔥 id11874,Chitchat,Positive
Mimo ơi 🔥 id12589,Chitchat,Positive
Mimo ơi 🔥 id12970,Chitchat,Positive
Mimo ơi 🔥 id17721,Chitchat,Positive
Mimo ơi 🔥 id2538,Chitchat,Positive
Mimo ơi 🔥 id3000,Chitchat,Positive
Mimo ơi 🔥 id3635,Chitchat,Positive
Mimo ơi 🔥 id3788,Chitchat,Positive
Mimo ơi 🔥 id4734,Chitchat,Positive
Mimo ơi 🔥 id6238,Chitchat,Positive
Mimo ơi 🤣,Chitchat,Positive
Mimo ơi 🤣 id11932,Chitchat,Positive
Mimo ơi 🤣 id12796,Chitchat,Positive
Mimo ơi 🤣 id16141,Chitchat,Positive
Mimo ơi 🤣 id17125,Chitchat,Positive
Mimo ơi 🤣 id18074,Chitchat,Positive
Mimo ơi 🤣 id4412,Chitchat,Positive
Mimo ơi 🤣 id8236,Chitchat,Positive
Mimo ơi 🤣 id9110,Chitchat,Positive
Mimo ơi 🤩,Chitchat,Positive
Mimo ơi 🤩 id11481,Chitchat,Positive
Mimo ơi 🤩 id12693,Chitchat,Positive
Mimo ơi 🤩 id13598,Chitchat,Positive
Mimo ơi 🤩 id15210,Chitchat,Positive
Mimo ơi 🤩 id18099,Chitchat,Positive
Mimo ơi 🤩 id19316,Chitchat,Positive
Mimo ơi 🤩 id2108,Chitchat,Positive
Mimo ơi 🤩 id3966,Chitchat,Positive
Mimo ơi 🤩 id5688,Chitchat,Positive
Mimo ơi 🤩 id7196,Chitchat,Positive
Mimo ơi 🤩 id7316,Chitchat,Positive
Mimo ơi 🤩 id8827,Chitchat,Positive
Mimo ơi 🤩 id9202,Chitchat,Positive
Mimo ơi 🥰,Chitchat,Positive
Mimo ơi 🥰 id15265,Chitchat,Positive
Mimo ơi 🥰 id18221,Chitchat,Positive
Mimo ơi 🥰 id4846,Chitchat,Positive
Mimo ơi 🥰 id6923,Chitchat,Positive
Mimo ơi 🥰 id7749,Chitchat,Positive
Mimo ở đâu á,Chitchat,Neutral
Mimo ở đâu á id10829,Chitchat,Neutral
Mimo ở đâu á id10844,Chitchat,Neutral
Mimo ở đâu á id12768,Chitchat,Neutral
Mimo ở đâu á id18345,Chitchat,Neutral
Mimo ở đâu á id6486,Chitchat,Neutral
Mimo ở đâu á id9072,Chitchat,Neutral
Mimo ở đâu á ❓,Chitchat,Neutral
Mimo ở đâu á 👀,Chitchat,Neutral
Mimo ở đâu á 👀 id13357,Chitchat,Neutral
Mimo ở đâu á 🤖,Chitchat,Neutral
Mimo ở đâu á 🤖 id9972,Chitchat,Neutral
Mimo ✨,Chitchat,Positive
Mimo ✨ id11242,Chitchat,Positive
Mimo ✨ id14305,Chitchat,Positive
Mimo ✨ id4810,Chitchat,Positive
Mimo ✨ id6232,Chitchat,Positive
Mimo ✨ id7102,Chitchat,Positive
Mimo ✨ id9883,Chitchat,Positive
Mimo ❤️,Chitchat,Positive
Mimo ❤️ id11096,Chitchat,Positive
Mimo ❤️ id12721,Chitchat,Positive
Mimo ❤️ id13231,Chitchat,Positive
Mimo ❤️ id13310,Chitchat,Positive
Mimo ❤️ id14025,Chitchat,Positive
Mimo ❤️ id1535,Chitchat,Positive
Mimo ❤️ id18712,Chitchat,Positive
Mimo ❤️ id2758,Chitchat,Positive
Mimo ❤️ id5633,Chitchat,Positive
Mimo ❤️ id5906,Chitchat,Positive
Mimo ❤️ id9062,Chitchat,Positive
Mimo 👍,Chitchat,Positive
Mimo 👍 id16057,Chitchat,Positive
Mimo 👍 id5968,Chitchat,Positive
Mimo 👍 id8023,Chitchat,Positive
Mimo 👍 id8588,Chitchat,Positive
Mimo 👍 id9447,Chitchat,Positive
Mimo 🔥,Chitchat,Positive
Mimo 🔥 id11621,Chitchat,Positive
Mimo 🔥 id12097,Chitchat,Positive
Mimo 🔥 id17982,Chitchat,Positive
Mimo 🔥 id2632,Chitchat,Positive
Mimo 🔥 id3821,Chitchat,Positive
Mimo 🔥 id7264,Chitchat,Positive
Mimo 🤣,Chitchat,Positive
Mimo 🤣 id10411,Chitchat,Positive
Mimo 🤣 id10416,Chitchat,Positive
Mimo 🤣 id10717,Chitchat,Positive
Mimo 🤣 id13416,Chitchat,Positive
Mimo 🤣 id13703,Chitchat,Positive
Mimo 🤣 id15765,Chitchat,Positive
Mimo 🤣 id18641,Chitchat,Positive
Mimo 🤣 id9885,Chitchat,Positive
Mimo 🤩,Chitchat,Positive
Mimo 🤩 id10303,Chitchat,Positive
Mimo 🤩 id1244,Chitchat,Positive
Mimo 🤩 id13277,Chitchat,Positive
Mimo 🤩 id14600,Chitchat,Positive
Mimo 🤩 id16604,Chitchat,Positive
Mimo 🤩 id17305,Chitchat,Positive
Mimo 🤩 id5158,Chitchat,Positive
Mimo 🤩 id6868,Chitchat,Positive
Mimo 🤩 id8254,Chitchat,Positive
Mimo 🥰,Chitchat,Positive
Mimo 🥰 id10003,Chitchat,Positive
Mimo 🥰 id11925,Chitchat,Positive
Mimo 🥰 id13347,Chitchat,Positive
Mimo 🥰 id15359,Chitchat,Positive
Mimo 🥰 id16342,Chitchat,Positive
Mimo 🥰 id16945,Chitchat,Positive
Mimo 🥰 id18757,Chitchat,Positive
Mimo 🥰 id2154,Chitchat,Positive
Mimo 🥰 id8964,Chitchat,Positive
Mimo 🥰 id9541,Chitchat,Positive
"Mlem, nghe thích ghê",Chitchat,Positive
Màn hình bị đứng rồi,Chitchat,Neutral
Mãi iu,Chitchat,Positive
Mãi iu (^_<),Chitchat,Positive
Mãi iu id10955,Chitchat,Positive
Mãi iu id12846,Chitchat,Positive
Mãi iu id13152,Chitchat,Positive
Mãi iu id13404,Chitchat,Positive
Mãi iu id16002,Chitchat,Positive
Mãi iu id2529,Chitchat,Positive
Mãi iu id3789,Chitchat,Positive
Mãi iu id4467,Chitchat,Positive
Mãi iu id5443,Chitchat,Positive
Mãi iu id7079,Chitchat,Positive
Mãi iu id7599,Chitchat,Positive
Mãi iu id8928,Chitchat,Positive
Mãi iu vì,Chitchat,Positive
Mãi iu vì (^_<),Chitchat,Positive
Mãi iu vì (^_<) id10389,Chitchat,Positive
Mãi iu vì (^_<) id15398,Chitchat,Positive
Mãi iu vì (^_<) id15425,Chitchat,Positive
Mãi iu vì (^_<) id16327,Chitchat,Positive
Mãi iu vì app mượt,Chitchat,Positive
Mãi iu vì app mượt id17260,Chitchat,Positive
Mãi iu vì app mượt ✨,Chitchat,Positive
Mãi iu vì app mượt 👍,Chitchat,Positive
Mãi iu vì app mượt 🥰,Chitchat,Positive
Mãi iu vì app xịn xò,Chitchat,Positive
Mãi iu vì app xịn xò id14328,Chitchat,Positive
Mãi iu vì app xịn xò id16753,Chitchat,Positive
Mãi iu vì app xịn xò id8621,Chitchat,Positive
Mãi iu vì app xịn xò id8631,Chitchat,Positive
Mãi iu vì app xịn xò ✨,Chitchat,Positive
Mãi iu vì app xịn xò 🔥,Chitchat,Positive
Mãi iu vì app xịn xò 🥰,Chitchat,Positive
Mãi iu vì app xịn xò 🥰 id5860,Chitchat,Positive
Mãi iu vì chất lượng,Chitchat,Positive
Mãi iu vì chất lượng id12484,Chitchat,Positive
Mãi iu vì chất lượng id14420,Chitchat,Positive
Mãi iu vì chất lượng id16314,Chitchat,Positive
Mãi iu vì chất lượng id17845,Chitchat,Positive
Mãi iu vì chất lượng id7620,Chitchat,Positive
Mãi iu vì chất lượng ✨,Chitchat,Positive
Mãi iu vì chất lượng 🤩,Chitchat,Positive
Mãi iu vì chất lượng 🥰,Chitchat,Positive
Mãi iu vì chất lượng 🥰 id3393,Chitchat,Positive
Mãi iu vì cute xỉu,Chitchat,Positive
Mãi iu vì cute xỉu id7508,Chitchat,Positive
Mãi iu vì giao diện đẹp,Chitchat,Positive
Mãi iu vì giao diện đẹp id10986,Chitchat,Positive
Mãi iu vì giao diện đẹp id18995,Chitchat,Positive
Mãi iu vì giao diện đẹp 🔥,Chitchat,Positive
Mãi iu vì giao diện đẹp 🤩,Chitchat,Positive
Mãi iu vì giao diện đẹp 🤩 id18438,Chitchat,Positive
Mãi iu vì id10621,Chitchat,Positive
Mãi iu vì id1071,Chitchat,Positive
Mãi iu vì id11219,Chitchat,Positive
Mãi iu vì id11258,Chitchat,Positive
Mãi iu vì id11724,Chitchat,Positive
Mãi iu vì id14096,Chitchat,Positive
Mãi iu vì id14185,Chitchat,Positive
Mãi iu vì id17370,Chitchat,Positive
Mãi iu vì id17383,Chitchat,Positive
Mãi iu vì id18327,Chitchat,Positive
Mãi iu vì id1885,Chitchat,Positive
Mãi iu vì id1939,Chitchat,Positive
Mãi iu vì id2400,Chitchat,Positive
Mãi iu vì id3127,Chitchat,Positive
Mãi iu vì id4293,Chitchat,Positive
Mãi iu vì id4384,Chitchat,Positive
Mãi iu vì id4393,Chitchat,Positive
Mãi iu vì id5215,Chitchat,Positive
Mãi iu vì id8628,Chitchat,Positive
Mãi iu vì quá đã,Chitchat,Positive
Mãi iu vì quá đã id6038,Chitchat,Positive
Mãi iu vì quá đã id7654,Chitchat,Positive
Mãi iu vì quá đã 🤣,Chitchat,Positive
Mãi iu vì qá đã,Chitchat,Positive
Mãi iu vì thông minh ✨,Chitchat,Positive
Mãi iu vì thông minh ✨ id18974,Chitchat,Positive
Mãi iu vì thông minh 🔥,Chitchat,Positive
Mãi iu vì thông minh 🤣,Chitchat,Positive
Mãi iu vì thông minh 🤣 id18160,Chitchat,Positive
Mãi iu vì thông minh 🥰,Chitchat,Positive
Mãi iu vì đỉnh nóc kịch trần 🔥,Chitchat,Positive
Mãi iu vì đỉnh nóc kịch trần 🔥 id12381,Chitchat,Positive
Mãi iu vì đỉnh nóc kịch trần 🤩,Chitchat,Positive
Mãi iu vì đỉnh nóc kịch trần 🤩 id19768,Chitchat,Positive
Mãi iu vì ✨,Chitchat,Positive
Mãi iu vì ✨ id15861,Chitchat,Positive
Mãi iu vì ❤️,Chitchat,Positive
Mãi iu vì ❤️ id14913,Chitchat,Positive
Mãi iu vì ❤️ id4339,Chitchat,Positive
Mãi iu vì ❤️ id5915,Chitchat,Positive
Mãi iu vì 👍,Chitchat,Positive
Mãi iu vì 🔥,Chitchat,Positive
Mãi iu vì 🔥 id13716,Chitchat,Positive
Mãi iu vì 🔥 id15518,Chitchat,Positive
Mãi iu vì 🔥 id18375,Chitchat,Positive
Mãi iu vì 🤣,Chitchat,Positive
Mãi iu vì 🤣 id10544,Chitchat,Positive
Mãi iu vì 🤣 id11795,Chitchat,Positive
Mãi iu vì 🤣 id14442,Chitchat,Positive
Mãi iu vì 🤣 id16087,Chitchat,Positive
Mãi iu vì 🤣 id18238,Chitchat,Positive
Mãi iu vì 🤩,Chitchat,Positive
Mãi iu vì 🤩 id18972,Chitchat,Positive
Mãi iu vì 🥰,Chitchat,Positive
Mãi iu vì 🥰 id11595,Chitchat,Positive
Mãi iu vì 🥰 id15542,Chitchat,Positive
Mãi iu vì 🥰 id17810,Chitchat,Positive
Mãi iu vì 🥰 id7078,Chitchat,Positive
Mãi iu vì 🥰 id9716,Chitchat,Positive
Mãi iu ✨,Chitchat,Positive
Mãi iu ✨ id10665,Chitchat,Positive
Mãi iu ✨ id14020,Chitchat,Positive
Mãi iu ✨ id17754,Chitchat,Positive
Mãi iu ✨ id5649,Chitchat,Positive
Mãi iu ✨ id8925,Chitchat,Positive
Mãi iu ❤️,Chitchat,Positive
Mãi iu ❤️ id12623,Chitchat,Positive
Mãi iu 👍,Chitchat,Positive
Mãi iu 🔥,Chitchat,Positive
Mãi iu 🤣,Chitchat,Positive
Mãi iu 🤣 id18061,Chitchat,Positive
Mãi iu 🤩,Chitchat,Positive
Mãi iu 🤩 id10628,Chitchat,Positive
Mãi iu 🤩 id13538,Chitchat,Positive
Mê câu này ghê,Chitchat,Positive
Mình chỉ muốn nói chuyện chút thôi,Chitchat,Neutral
Mình chỉ đang lướt app cho đỡ buồn,Chitchat,Neutral
Mình có chuyện muốn hỏi,Chitchat,Neutral
Mình căng thẳng quá,Chitchat,Negative
Mình cần bạn giúp chút,Chitchat,Neutral
Mình cần tư vấn nhẹ,Chitchat,Neutral
Mình hơi chán không muốn làm gì cả,Chitchat,Negative
Mình lo lắng nhiều quá,Chitchat,Negative
Mình muốn hỏi chút,Chitchat,Positive
Mình muốn hỏi ý kiến,Chitchat,Neutral
Mình muốn tâm sự chút,Chitchat,Neutral
Mình mệt mỏi lắm,Chitchat,Negative
Mình mới uống cà phê xong tinh thần phơi phới,Chitchat,Positive
Mình rất hài lòng,Chitchat,Positive
Mình stress quá,Chitchat,Negative
Mình thất vọng quá,Chitchat,Negative
Mình thấy có động lực hơn,Chitchat,Positive
Mình thấy nhẹ nhõm rồi,Chitchat,Positive
Mình thấy nặng nề,Chitchat,Negative
Mình vui quá đi mất thôi,Chitchat,Positive
Mình đang băn khoăn,Chitchat,Neutral
Mình đang hơi mệt,Chitchat,Positive
Mình đang nghĩ linh tinh,Chitchat,Neutral
Mình đang rảnh,Chitchat,Neutral
Mình đi đây nha,Chitchat,Positive
Mạng hôm nay lag ghê,Chitchat,Neutral
Mọi thứ đang ổn lên,Chitchat,Positive
Nay bạn sao rồi,Chitchat,Neutral
Nghe hợp lý ghê,Chitchat,Positive
Nghe nhạc chill một mình cũng được,Chitchat,Neutral
Nghe vậy mà tui vẫn mơ hồ,Chitchat,Negative
Nghe vậy mình thấy yên tâm,Chitchat,Positive
Ngủ ngon nghen,Chitchat,Positive
"Ngủ sớm nha, mai tám tiếp",Chitchat,Positive
"Ngủ sớm nha, mai tám tiếp #266",Chitchat,Positive
"Ngủ sớm nha, mai tám tiếp #291",Chitchat,Positive
Nhắn lại giúp tui với,Chitchat,Neutral
Nhớ giữ sức khỏe đó,Chitchat,Neutral
Noi chuyen rat vui,Chitchat,Positive
Nè a,Chitchat,Neutral
Nè ban,Chitchat,Neutral
Nè bot,Chitchat,Neutral
Nè chut xiu,Chitchat,Neutral
Nè di,Chitchat,Neutral
Nè ha,Chitchat,Neutral
Nè hen,Chitchat,Negative
Nè may,Chitchat,Neutral
Nè minh di day,Chitchat,Neutral
Nè nha,Chitchat,Positive
Nè nhe,Chitchat,Neutral
"Nè nè, có ai ở đó không",Chitchat,Neutral
Nè oi,Chitchat,Negative
Nè thoi,Chitchat,Negative
Nè thoi nha,Chitchat,Positive
Nè thui,Chitchat,Neutral
Nè vay,Chitchat,Neutral
Nói chuyện cho đỡ chán,Chitchat,Neutral
Nói chuyện chơi chút đi,Chitchat,Neutral
Nói chuyện xíu nha,Chitchat,Neutral
Nút này bấm sao,Chitchat,Neutral
Năm mới chúc mọi người an khang thịnh vượng,Chitchat,Positive
Ok cảm ơn để mình xem lại,Chitchat,Neutral
"Okela, hiểu rồi",Chitchat,Positive
"Okela, hiểu rồi luôn",Chitchat,Positive
"Okela, hiểu rồi nha",Chitchat,Positive
"Okie, cảm ơn nha",Chitchat,Positive
Peace nha,Chitchat,Positive
Ping thử xem bot có online không,Chitchat,Neutral
Pó tay thật sự,Chitchat,Negative
Pó tay thật sự xíu,Chitchat,Negative
Qua tuyet voi luon,Chitchat,Positive
Random chat thôi đừng ghi chi tiêu giùm,Chitchat,Neutral
Rat biet on ban,Chitchat,Positive
Rat hai long ve ban,Chitchat,Positive
