text,intent,action_type,verb,category_code,value,goal_name,enabled,theme,verbal_style,time_range,query,note
Bớt 500k bên mua giày sneaker đi hộ cái id18698,Action,ADD_GOAL,SUB,,500000,mua giày sneaker,,,,,,
Bớt 500k bên mua giày sneaker đi nha,Action,ADD_GOAL,SUB,,500000,mua giày sneaker,,,,,,
Bớt 500k bên mua giày sneaker đi nà,Action,ADD_GOAL,SUB,,500000,mua giày sneaker,,,,,,
Bớt 500k bên mua giày sneaker đi nà id18173,Action,ADD_GOAL,SUB,,500000,mua giày sneaker,,,,,,
Bớt 500k bên mua giày sneaker đi thui,Action,ADD_GOAL,SUB,,500000,mua giày sneaker,,,,,,
Bớt 500k bên mua iphone mới đi,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi coi,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi hộ cái,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi hộ cái id18765,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi id18972,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi nà,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua iphone mới đi á,Action,ADD_GOAL,SUB,,500000,mua iphone mới,,,,,,
Bớt 500k bên mua laptop đi,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi coi,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi giùm,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi id18546,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi nha,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi với,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi với id19035,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi đi bot,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mua laptop đi đi bot id19041,Action,ADD_GOAL,SUB,,500000,mua laptop,,,,,,
Bớt 500k bên mục Education đi,Action,SET_LIMIT,SUB,Education,500000,,,,,,,
Bớt 500k bên mục Entertainment đi,Action,SET_LIMIT,SUB,Entertainment,500000,,,,,,,
Bớt 500k bên mục Food đi,Action,SET_LIMIT,SUB,Food,500000,,,,,,,
Bớt 500k bên mục Health đi,Action,SET_LIMIT,SUB,Health,500000,,,,,,,
Bớt 500k bên mục Housing đi,Action,SET_LIMIT,SUB,Housing,500000,,,,,,,
Bớt 500k bên mục Investment đi,Action,SET_LIMIT,SUB,Investment,500000,,,,,,,
Bớt 500k bên mục Others đi,Action,SET_LIMIT,SUB,Others,500000,,,,,,,
Bớt 500k bên mục Shopping đi,Action,SET_LIMIT,SUB,Shopping,500000,,,,,,,
Bớt 500k bên mục Social đi,Action,SET_LIMIT,SUB,Social,500000,,,,,,,
Bớt 500k bên mục Transport đi,Action,SET_LIMIT,SUB,Transport,500000,,,,,,,
Bớt 500k bên quỹ dự phòng đi coi,Action,ADD_GOAL,SUB,,500000,quỹ dự phòng,,,,,,
Bớt 500k bên quỹ dự phòng đi đi bot,Action,ADD_GOAL,SUB,,500000,quỹ dự phòng,,,,,,
Bớt 500k bên đi du lịch đà lạt đi nà,Action,ADD_GOAL,SUB,,500000,đi du lịch đà lạt,,,,,,
Bớt 500k bên đi du lịch đà lạt đi á,Action,ADD_GOAL,SUB,,500000,đi du lịch đà lạt,,,,,,
Bớt 500k bên đi du lịch đà lạt đi đi bot,Action,ADD_GOAL,SUB,,500000,đi du lịch đà lạt,,,,,,
Bớt 500k bên đổi xe máy đi coi,Action,ADD_GOAL,SUB,,500000,đổi xe máy,,,,,,
Bớt 500k bên đổi xe máy đi nha,Action,ADD_GOAL,SUB,,500000,đổi xe máy,,,,,,
Bớt 500k bên đổi xe máy đi nà,Action,ADD_GOAL,SUB,,500000,đổi xe máy,,,,,,
Bớt 500k bên đổi xe máy đi nà id19048,Action,ADD_GOAL,SUB,,500000,đổi xe máy,,,,,,
Bớt 50k bên mục Education đi,Action,SET_LIMIT,SUB,Education,50000,,,,,,,
Bớt 50k bên mục Entertainment đi,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k bên mục Essentials đi,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
Bớt 50k bên mục Food đi,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k bên mục Health đi,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k bên mục Housing đi,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k bên mục Investment đi,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
Bớt 50k bên mục Others đi,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k bên mục Shopping đi,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k bên mục Transport đi,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức bitcoin á,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
Bớt 50k từ hạn mức bún đậu nha,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức bảo hiểm thui,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức bảo hiểm á,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức bột giặt,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
Bớt 50k từ hạn mức chi tiêu linh tinh á,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức cơm trưa với,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức cơm trưa đi bot,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức giải trí coi,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức grab coi,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức grab nha,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức grab thui,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức học hành coi,Action,SET_LIMIT,SUB,Education,50000,,,,,,,
Bớt 50k từ hạn mức học hành đi bot,Action,SET_LIMIT,SUB,Education,50000,,,,,,,
Bớt 50k từ hạn mức khám bệnh coi,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức khám bệnh nha,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức khám bệnh nà,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức làm đẹp hộ cái,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức làm đẹp thui,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức làm đẹp á,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức mua sắm coi,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức mua sắm đi bot,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức mua sắm đi bot id2662,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức mua vàng á,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
Bớt 50k từ hạn mức mỹ phẩm á,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức netflix thui,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức nha khoa coi,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức nha khoa giùm,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức nha khoa thui,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức nha khoa đi bot,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức nhu yếu phẩm giùm,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
Bớt 50k từ hạn mức quà cáp á,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức quần áo coi,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức quỹ lớp nha,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức shopee giùm,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức sinh nhật với,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức skincare,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức săn sale á,Action,SET_LIMIT,SUB,Shopping,50000,,,,,,,
Bớt 50k từ hạn mức thuốc men nha,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức thuốc men nà,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức thuốc men đi bot,Action,SET_LIMIT,SUB,Health,50000,,,,,,,
Bớt 50k từ hạn mức tiêu vặt,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức tiêu vặt nà,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức tiêu vặt á,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức tiêu vặt đi bot,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức tiền nhà,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền nhà với,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền nhà đi bot,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền nước hộ cái,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền nước với,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền điện hộ cái,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền điện á,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiền điện đi bot,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức tiệc tùng coi,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức tiệc tùng nà,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức tiệc tùng với,Action,SET_LIMIT,SUB,Social,50000,,,,,,,
Bớt 50k từ hạn mức trà sữa coi,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức trà sữa giùm,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức trà sữa nha,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức uốn tóc giùm,Action,SET_LIMIT,SUB,Beauty,50000,,,,,,,
Bớt 50k từ hạn mức việc khác,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác giùm,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác hộ cái,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác nha,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác nha id3708,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác thui,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức việc khác với,Action,SET_LIMIT,SUB,Others,50000,,,,,,,
Bớt 50k từ hạn mức wifi giùm,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức wifi nà,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức wifi với,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức wifi á,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức wifi đi bot,Action,SET_LIMIT,SUB,Housing,50000,,,,,,,
Bớt 50k từ hạn mức xem phim nha,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức xem phim nà,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức xem phim đi bot,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức xăng xe coi,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức xăng xe hộ cái,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức xăng xe hộ cái id2846,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức xăng xe đi bot,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức ăn uống nà,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức ăn uống á,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức đi chơi nà,Action,SET_LIMIT,SUB,Entertainment,50000,,,,,,,
Bớt 50k từ hạn mức đi lại thui,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức đi lại với,Action,SET_LIMIT,SUB,Transport,50000,,,,,,,
Bớt 50k từ hạn mức đầu tư nà,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
Bớt 50k từ hạn mức đầu tư á,Action,SET_LIMIT,SUB,Investment,50000,,,,,,,
Bớt 50k từ hạn mức đồ dùng,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
Bớt 50k từ hạn mức đồ dùng giùm,Action,SET_LIMIT,SUB,Essentials,50000,,,,,,,
Bớt 50k từ hạn mức đồ ăn giùm,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức đồ ăn nà,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 50k từ hạn mức đồ ăn đi bot,Action,SET_LIMIT,SUB,Food,50000,,,,,,,
Bớt 5tr bên mục Education đi,Action,SET_LIMIT,SUB,Education,5000000,,,,,,,
Bớt 5tr bên mục Food đi,Action,SET_LIMIT,SUB,Food,5000000,,,,,,,
Bớt 5tr bên mục Health đi,Action,SET_LIMIT,SUB,Health,5000000,,,,,,,
Bớt 5tr bên mục Housing đi,Action,SET_LIMIT,SUB,Housing,5000000,,,,,,,
Bớt 5tr bên mục Others đi,Action,SET_LIMIT,SUB,Others,5000000,,,,,,,
Bớt 5tr bên mục Shopping đi,Action,SET_LIMIT,SUB,Shopping,5000000,,,,,,,
Bớt 5tr bên mục Social đi,Action,SET_LIMIT,SUB,Social,5000000,,,,,,,
Bớt 5tr bên mục Transport đi,Action,SET_LIMIT,SUB,Transport,5000000,,,,,,,
Bớt 6 củ mục Beauty,Action,SET_LIMIT,SUB,Beauty,6000000,,,,,,,
Bớt 6 củ mục Education,Action,SET_LIMIT,SUB,Education,6000000,,,,,,,
Bớt 6 củ mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,6000000,,,,,,,
Bớt 6 củ mục Essentials,Action,SET_LIMIT,SUB,Essentials,6000000,,,,,,,
Bớt 6 củ mục Health,Action,SET_LIMIT,SUB,Health,6000000,,,,,,,
Bớt 6 củ mục Housing,Action,SET_LIMIT,SUB,Housing,6000000,,,,,,,
Bớt 6 củ mục Investment,Action,SET_LIMIT,SUB,Investment,6000000,,,,,,,
Bớt 6 củ mục Others,Action,SET_LIMIT,SUB,Others,6000000,,,,,,,
Bớt 6 củ mục Shopping,Action,SET_LIMIT,SUB,Shopping,6000000,,,,,,,
Bớt 6 củ mục Social,Action,SET_LIMIT,SUB,Social,6000000,,,,,,,
Bớt 6 củ mục Transport,Action,SET_LIMIT,SUB,Transport,6000000,,,,,,,
Bớt 6 triệu mục Education,Action,SET_LIMIT,SUB,Education,6000000,,,,,,,
Bớt 6 triệu mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,6000000,,,,,,,
Bớt 6 triệu mục Food,Action,SET_LIMIT,SUB,Food,6000000,,,,,,,
Bớt 6 triệu mục Health,Action,SET_LIMIT,SUB,Health,6000000,,,,,,,
Bớt 6 triệu mục Housing,Action,SET_LIMIT,SUB,Housing,6000000,,,,,,,
Bớt 6 triệu mục Investment,Action,SET_LIMIT,SUB,Investment,6000000,,,,,,,
Bớt 6 triệu mục Others,Action,SET_LIMIT,SUB,Others,6000000,,,,,,,
Bớt 6 triệu mục Shopping,Action,SET_LIMIT,SUB,Shopping,6000000,,,,,,,
Bớt 6 triệu mục Social,Action,SET_LIMIT,SUB,Social,6000000,,,,,,,
Bớt 6 triệu mục Transport,Action,SET_LIMIT,SUB,Transport,6000000,,,,,,,
Bớt 600 cành bên phần giao lưu đi app,Action,SET_LIMIT,SUB,Social,600000,,,,,,,
Bớt 600 cành bên phần giáo dục đi app,Action,SET_LIMIT,SUB,Education,600000,,,,,,,
Bớt 600 cành bên phần giải trí đi app,Action,SET_LIMIT,SUB,Entertainment,600000,,,,,,,
Bớt 600 cành bên phần khác đi app,Action,SET_LIMIT,SUB,Others,600000,,,,,,,
Bớt 600 cành bên phần làm đẹp đi app,Action,SET_LIMIT,SUB,Beauty,600000,,,,,,,
Bớt 600 cành bên phần mua sắm đi app,Action,SET_LIMIT,SUB,Shopping,600000,,,,,,,
Bớt 600 cành bên phần nhà ở đi app,Action,SET_LIMIT,SUB,Housing,600000,,,,,,,
Bớt 600 cành bên phần sức khỏe đi app,Action,SET_LIMIT,SUB,Health,600000,,,,,,,
Bớt 600 cành bên phần thiết yếu đi app,Action,SET_LIMIT,SUB,Essentials,600000,,,,,,,
Bớt 600 cành bên phần ăn uống đi app,Action,SET_LIMIT,SUB,Food,600000,,,,,,,
Bớt 600 cành bên phần đi lại đi app,Action,SET_LIMIT,SUB,Transport,600000,,,,,,,
Bớt 600 cành bên phần đầu tư đi app,Action,SET_LIMIT,SUB,Investment,600000,,,,,,,
Bớt 600k bên phần giao lưu đi app,Action,SET_LIMIT,SUB,Social,600000,,,,,,,
Bớt 600k bên phần giáo dục đi app,Action,SET_LIMIT,SUB,Education,600000,,,,,,,
Bớt 600k bên phần giải trí đi app,Action,SET_LIMIT,SUB,Entertainment,600000,,,,,,,
Bớt 600k bên phần khác đi app,Action,SET_LIMIT,SUB,Others,600000,,,,,,,
Bớt 600k bên phần làm đẹp đi app,Action,SET_LIMIT,SUB,Beauty,600000,,,,,,,
Bớt 600k bên phần mua sắm đi app,Action,SET_LIMIT,SUB,Shopping,600000,,,,,,,
Bớt 600k bên phần nhà ở đi app,Action,SET_LIMIT,SUB,Housing,600000,,,,,,,
Bớt 600k bên phần sức khỏe đi app,Action,SET_LIMIT,SUB,Health,600000,,,,,,,
Bớt 600k bên phần thiết yếu đi app,Action,SET_LIMIT,SUB,Essentials,600000,,,,,,,
Bớt 600k bên phần ăn uống đi app,Action,SET_LIMIT,SUB,Food,600000,,,,,,,
Bớt 600k bên phần đi lại đi app,Action,SET_LIMIT,SUB,Transport,600000,,,,,,,
Bớt 600k bên phần đầu tư đi app,Action,SET_LIMIT,SUB,Investment,600000,,,,,,,
Bớt 6tr mục Beauty,Action,SET_LIMIT,SUB,Beauty,6000000,,,,,,,
Bớt 6tr mục Education,Action,SET_LIMIT,SUB,Education,6000000,,,,,,,
Bớt 6tr mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,6000000,,,,,,,
Bớt 6tr mục Essentials,Action,SET_LIMIT,SUB,Essentials,6000000,,,,,,,
Bớt 6tr mục Food,Action,SET_LIMIT,SUB,Food,6000000,,,,,,,
Bớt 6tr mục Others,Action,SET_LIMIT,SUB,Others,6000000,,,,,,,
Bớt 6tr mục Social,Action,SET_LIMIT,SUB,Social,6000000,,,,,,,
Bớt 6tr mục Transport,Action,SET_LIMIT,SUB,Transport,6000000,,,,,,,
Bớt 70 cành mục Education,Action,SET_LIMIT,SUB,Education,70000,,,,,,,
Bớt 70 cành mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,70000,,,,,,,
Bớt 70 cành mục Essentials,Action,SET_LIMIT,SUB,Essentials,70000,,,,,,,
Bớt 70 cành mục Food,Action,SET_LIMIT,SUB,Food,70000,,,,,,,
Bớt 70 cành mục Health,Action,SET_LIMIT,SUB,Health,70000,,,,,,,
Bớt 70 cành mục Housing,Action,SET_LIMIT,SUB,Housing,70000,,,,,,,
Bớt 70 cành mục Investment,Action,SET_LIMIT,SUB,Investment,70000,,,,,,,
Bớt 70 cành mục Others,Action,SET_LIMIT,SUB,Others,70000,,,,,,,
Bớt 70 cành mục Shopping,Action,SET_LIMIT,SUB,Shopping,70000,,,,,,,
Bớt 70 cành mục Social,Action,SET_LIMIT,SUB,Social,70000,,,,,,,
Bớt 70 cành mục Transport,Action,SET_LIMIT,SUB,Transport,70000,,,,,,,
Bớt 70k mục Beauty,Action,SET_LIMIT,SUB,Beauty,70000,,,,,,,
Bớt 70k mục Education,Action,SET_LIMIT,SUB,Education,70000,,,,,,,
Bớt 70k mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,70000,,,,,,,
Bớt 70k mục Essentials,Action,SET_LIMIT,SUB,Essentials,70000,,,,,,,
Bớt 70k mục Food,Action,SET_LIMIT,SUB,Food,70000,,,,,,,
Bớt 70k mục Health,Action,SET_LIMIT,SUB,Health,70000,,,,,,,
Bớt 70k mục Housing,Action,SET_LIMIT,SUB,Housing,70000,,,,,,,
Bớt 70k mục Investment,Action,SET_LIMIT,SUB,Investment,70000,,,,,,,
Bớt 70k mục Others,Action,SET_LIMIT,SUB,Others,70000,,,,,,,
Bớt 70k mục Shopping,Action,SET_LIMIT,SUB,Shopping,70000,,,,,,,
Bớt 70k mục Social,Action,SET_LIMIT,SUB,Social,70000,,,,,,,
Bớt 70k mục Transport,Action,SET_LIMIT,SUB,Transport,70000,,,,,,,
Bớt 8 củ bên phần giao lưu đi app,Action,SET_LIMIT,SUB,Social,8000000,,,,,,,
Bớt 8 củ bên phần giáo dục đi app,Action,SET_LIMIT,SUB,Education,8000000,,,,,,,
Bớt 8 củ bên phần giải trí đi app,Action,SET_LIMIT,SUB,Entertainment,8000000,,,,,,,
Bớt 8 củ bên phần khác đi app,Action,SET_LIMIT,SUB,Others,8000000,,,,,,,
Bớt 8 củ bên phần làm đẹp đi app,Action,SET_LIMIT,SUB,Beauty,8000000,,,,,,,
Bớt 8 củ bên phần mua sắm đi app,Action,SET_LIMIT,SUB,Shopping,8000000,,,,,,,
Bớt 8 củ bên phần nhà ở đi app,Action,SET_LIMIT,SUB,Housing,8000000,,,,,,,
Bớt 8 củ bên phần sức khỏe đi app,Action,SET_LIMIT,SUB,Health,8000000,,,,,,,
Bớt 8 củ bên phần thiết yếu đi app,Action,SET_LIMIT,SUB,Essentials,8000000,,,,,,,
Bớt 8 củ bên phần ăn uống đi app,Action,SET_LIMIT,SUB,Food,8000000,,,,,,,
Bớt 8 củ bên phần đi lại đi app,Action,SET_LIMIT,SUB,Transport,8000000,,,,,,,
Bớt 8 củ bên phần đầu tư đi app,Action,SET_LIMIT,SUB,Investment,8000000,,,,,,,
Bớt 8 triệu bên phần giao lưu đi app,Action,SET_LIMIT,SUB,Social,8000000,,,,,,,
Bớt 8 triệu bên phần giáo dục đi app,Action,SET_LIMIT,SUB,Education,8000000,,,,,,,
Bớt 8 triệu bên phần giải trí đi app,Action,SET_LIMIT,SUB,Entertainment,8000000,,,,,,,
Bớt 8 triệu bên phần khác đi app,Action,SET_LIMIT,SUB,Others,8000000,,,,,,,
Bớt 8 triệu bên phần làm đẹp đi app,Action,SET_LIMIT,SUB,Beauty,8000000,,,,,,,
Bớt 8 triệu bên phần mua sắm đi app,Action,SET_LIMIT,SUB,Shopping,8000000,,,,,,,
Bớt 8 triệu bên phần nhà ở đi app,Action,SET_LIMIT,SUB,Housing,8000000,,,,,,,
Bớt 8 triệu bên phần sức khỏe đi app,Action,SET_LIMIT,SUB,Health,8000000,,,,,,,
Bớt 8 triệu bên phần thiết yếu đi app,Action,SET_LIMIT,SUB,Essentials,8000000,,,,,,,
Bớt 8 triệu bên phần ăn uống đi app,Action,SET_LIMIT,SUB,Food,8000000,,,,,,,
Bớt 8 triệu bên phần đi lại đi app,Action,SET_LIMIT,SUB,Transport,8000000,,,,,,,
Bớt 8 triệu bên phần đầu tư đi app,Action,SET_LIMIT,SUB,Investment,8000000,,,,,,,
Bớt 80 cành bên phần giao lưu đi app,Action,SET_LIMIT,SUB,Social,80000,,,,,,,
Bớt 80 cành bên phần giáo dục đi app,Action,SET_LIMIT,SUB,Education,80000,,,,,,,
Bớt 80 cành bên phần giải trí đi app,Action,SET_LIMIT,SUB,Entertainment,80000,,,,,,,
Bớt 80 cành bên phần khác đi app,Action,SET_LIMIT,SUB,Others,80000,,,,,,,
Bớt 80 cành bên phần làm đẹp đi app,Action,SET_LIMIT,SUB,Beauty,80000,,,,,,,
Bớt 80 cành bên phần mua sắm đi app,Action,SET_LIMIT,SUB,Shopping,80000,,,,,,,
Bớt 80 cành bên phần nhà ở đi app,Action,SET_LIMIT,SUB,Housing,80000,,,,,,,
Bớt 80 cành bên phần sức khỏe đi app,Action,SET_LIMIT,SUB,Health,80000,,,,,,,
Bớt 80 cành bên phần thiết yếu đi app,Action,SET_LIMIT,SUB,Essentials,80000,,,,,,,
Bớt 80 cành bên phần ăn uống đi app,Action,SET_LIMIT,SUB,Food,80000,,,,,,,
Bớt 80 cành bên phần đi lại đi app,Action,SET_LIMIT,SUB,Transport,80000,,,,,,,
Bớt 80 cành bên phần đầu tư đi app,Action,SET_LIMIT,SUB,Investment,80000,,,,,,,
Bớt 800 cành mục Beauty,Action,SET_LIMIT,SUB,Beauty,800000,,,,,,,
Bớt 800 cành mục Education,Action,SET_LIMIT,SUB,Education,800000,,,,,,,
Bớt 800 cành mục Essentials,Action,SET_LIMIT,SUB,Essentials,800000,,,,,,,
Bớt 800 cành mục Food,Action,SET_LIMIT,SUB,Food,800000,,,,,,,
Bớt 800 cành mục Health,Action,SET_LIMIT,SUB,Health,800000,,,,,,,
Bớt 800 cành mục Investment,Action,SET_LIMIT,SUB,Investment,800000,,,,,,,
Bớt 800 cành mục Others,Action,SET_LIMIT,SUB,Others,800000,,,,,,,
Bớt 800 cành mục Shopping,Action,SET_LIMIT,SUB,Shopping,800000,,,,,,,
Bớt 800 cành mục Social,Action,SET_LIMIT,SUB,Social,800000,,,,,,,
Bớt 800 cành mục Transport,Action,SET_LIMIT,SUB,Transport,800000,,,,,,,
Bớt 800k mục Beauty,Action,SET_LIMIT,SUB,Beauty,800000,,,,,,,
Bớt 800k mục Education,Action,SET_LIMIT,SUB,Education,800000,,,,,,,
Bớt 800k mục Entertainment,Action,SET_LIMIT,SUB,Entertainment,800000,,,,,,,
Bớt 800k mục Essentials,Action,SET_LIMIT,SUB,Essentials,800000,,,,,,,
Bớt 800k mục Food,Action,SET_LIMIT,SUB,Food,800000,,,,,,,
Bớt 800k mục Health,Action,SET_LIMIT,SUB,Health,800000,,,,,,,
